video_id,channel_id,title,published_at,views,likes,duration_seconds
VID03853,CH017,Business Insider UK — Video 3853,2025-06-10,1213245,39947,3235
VID03854,CH017,Business Insider UK — Video 3854,2026-04-16,589075,11785,2375
VID03855,CH017,Business Insider UK — Video 3855,2024-08-17,525721,18637,3693
VID03856,CH017,Business Insider UK — Video 3856,2025-10-30,787213,38772,277
VID03857,CH017,Business Insider UK — Video 3857,2024-08-12,707667,49024,338
VID03858,CH017,Business Insider UK — Video 3858,2025-12-12,993564,58220,4345
VID03859,CH017,Business Insider UK — Video 3859,2025-04-12,414786,31168,713
VID03860,CH017,Business Insider UK — Video 3860,2025-08-14,783566,37089,1768
VID03861,CH017,Business Insider UK — Video 3861,2024-07-30,1246653,54165,3972
VID03862,CH017,Business Insider UK — Video 3862,2024-06-16,777646,26350,656
VID03863,CH017,Business Insider UK — Video 3863,2024-10-27,1314518,43489,567
VID03864,CH017,Business Insider UK — Video 3864,2024-09-02,235886,15136,4156
VID03865,CH017,Business Insider UK — Video 3865,2024-10-28,279633,6940,3767
VID03866,CH017,Business Insider UK — Video 3866,2025-10-10,1731852,59857,3353
VID03867,CH017,Business Insider UK — Video 3867,2024-07-10,926339,67765,266
VID03868,CH017,Business Insider UK — Video 3868,2025-04-20,1220262,66644,2227
VID03869,CH017,Business Insider UK — Video 3869,2025-09-03,1480892,33757,2012
VID03870,CH017,Business Insider UK — Video 3870,2025-12-22,296473,18457,4014
VID03871,CH017,Business Insider UK — Video 3871,2024-12-10,1944663,98012,4397
VID03872,CH017,Business Insider UK — Video 3872,2025-10-21,850629,60625,276
VID03873,CH017,Business Insider UK — Video 3873,2025-01-21,1779973,108482,181
VID03874,CH017,Business Insider UK — Video 3874,2026-03-25,836348,16950,1317
VID03875,CH017,Business Insider UK — Video 3875,2025-02-03,814116,26332,3971
VID03876,CH017,Business Insider UK — Video 3876,2025-01-28,1203238,42688,760
VID03877,CH017,Business Insider UK — Video 3877,2025-04-24,385839,23973,458
VID03878,CH017,Business Insider UK — Video 3878,2025-01-18,1219694,61666,156
VID03879,CH017,Business Insider UK — Video 3879,2024-05-17,1966707,127534,771
VID03880,CH017,Business Insider UK — Video 3880,2024-09-07,1292218,65608,257
VID03881,CH017,Business Insider UK — Video 3881,2025-06-25,144780,5739,506
VID03882,CH017,Business Insider UK — Video 3882,2024-08-14,1397316,36637,1533
VID03883,CH017,Business Insider UK — Video 3883,2024-06-15,71635,2303,1970
VID03884,CH017,Business Insider UK — Video 3884,2026-01-15,211191,9302,4384
VID03885,CH017,Business Insider UK — Video 3885,2025-08-23,572738,30405,3952
VID03886,CH017,Business Insider UK — Video 3886,2024-11-16,613319,46807,511
VID03887,CH017,Business Insider UK — Video 3887,2025-05-01,12082,415,3678
VID03888,CH017,Business Insider UK — Video 3888,2026-02-02,39608,2375,3852
VID03889,CH017,Business Insider UK — Video 3889,2025-06-01,1579521,46047,319
VID03890,CH017,Business Insider UK — Video 3890,2025-08-12,912009,57297,1464
VID03891,CH017,Business Insider UK — Video 3891,2024-11-19,403638,8347,1622
VID03892,CH017,Business Insider UK — Video 3892,2025-05-01,861713,51147,418
VID03893,CH017,Business Insider UK — Video 3893,2026-01-29,1387408,41335,1233
VID03894,CH017,Business Insider UK — Video 3894,2026-04-05,1469982,45304,511
VID03895,CH017,Business Insider UK — Video 3895,2025-10-14,579843,31041,358
VID03896,CH017,Business Insider UK — Video 3896,2026-01-17,338398,14390,364
VID03897,CH017,Business Insider UK — Video 3897,2024-08-11,1918891,92640,3984
VID03898,CH017,Business Insider UK — Video 3898,2025-10-26,1264831,48738,563
VID03899,CH017,Business Insider UK — Video 3899,2025-02-03,1965994,151790,1937
VID03900,CH017,Business Insider UK — Video 3900,2026-02-08,616854,23094,240
VID03901,CH017,Business Insider UK — Video 3901,2025-06-23,226975,11921,811
VID03902,CH017,Business Insider UK — Video 3902,2024-06-30,766923,54651,1573
VID03903,CH017,Business Insider UK — Video 3903,2025-01-27,659058,39445,2428
VID03904,CH017,Business Insider UK — Video 3904,2025-10-13,1439977,56687,715
VID03905,CH017,Business Insider UK — Video 3905,2024-11-12,1433670,76194,877
VID03906,CH017,Business Insider UK — Video 3906,2025-05-11,147738,3690,191
VID03907,CH017,Business Insider UK — Video 3907,2025-11-21,1177548,62105,1690
VID03908,CH017,Business Insider UK — Video 3908,2024-05-15,688851,31606,1399
VID03909,CH017,Business Insider UK — Video 3909,2024-06-27,1231698,80646,3793
VID03910,CH017,Business Insider UK — Video 3910,2025-03-24,785689,55685,2940
VID03911,CH017,Business Insider UK — Video 3911,2026-04-17,1077158,34444,496
VID03912,CH017,Business Insider UK — Video 3912,2025-07-16,1432919,35668,1910
VID03913,CH017,Business Insider UK — Video 3913,2025-05-02,590311,25639,346
VID03914,CH017,Business Insider UK — Video 3914,2024-07-03,402452,20947,565
VID03915,CH017,Business Insider UK — Video 3915,2024-11-23,1413457,60224,264
VID03916,CH017,Business Insider UK — Video 3916,2025-11-30,1895088,109372,1589
VID03917,CH017,Business Insider UK — Video 3917,2025-05-05,890790,44841,4266
VID03918,CH017,Business Insider UK — Video 3918,2026-01-01,1995535,152054,4153
VID03919,CH017,Business Insider UK — Video 3919,2025-05-31,373860,16660,2976
VID03920,CH017,Business Insider UK — Video 3920,2025-04-16,1638725,40885,421
VID03921,CH017,Business Insider UK — Video 3921,2025-05-05,1976469,75335,3982
VID03922,CH017,Business Insider UK — Video 3922,2025-07-04,602926,33977,341
VID03923,CH017,Business Insider UK — Video 3923,2025-06-27,299972,10607,3477
VID03924,CH017,Business Insider UK — Video 3924,2024-10-07,1329413,48044,1909
VID03925,CH017,Business Insider UK — Video 3925,2025-05-08,1739441,70228,2091
VID03926,CH017,Business Insider UK — Video 3926,2026-04-11,170880,11067,167
VID03927,CH017,Business Insider UK — Video 3927,2024-11-17,1283241,98049,243
VID03928,CH017,Business Insider UK — Video 3928,2025-02-15,1743202,71510,2694
VID03929,CH017,Business Insider UK — Video 3929,2024-12-20,68868,2185,1863
VID03930,CH017,Business Insider UK — Video 3930,2024-12-09,1034405,46794,673
VID03931,CH017,Business Insider UK — Video 3931,2026-01-05,158584,6519,2174
VID03932,CH017,Business Insider UK — Video 3932,2024-06-02,356996,28346,2058
VID03933,CH017,Business Insider UK — Video 3933,2024-05-20,975266,46649,510
VID03934,CH017,Business Insider UK — Video 3934,2026-01-25,658196,39990,1262
VID03935,CH017,Business Insider UK — Video 3935,2025-12-03,174846,13083,2486
VID03936,CH017,Business Insider UK — Video 3936,2025-11-13,1602481,92533,4488
VID03937,CH017,Business Insider UK — Video 3937,2024-06-06,409910,14331,1190
VID03938,CH017,Business Insider UK — Video 3938,2024-07-01,1741102,98275,1449
VID03939,CH017,Business Insider UK — Video 3939,2025-10-30,357601,15774,1288
VID03940,CH017,Business Insider UK — Video 3940,2025-02-06,1041828,47237,342
VID03941,CH017,Business Insider UK — Video 3941,2025-11-15,1455435,114629,2271
VID03942,CH017,Business Insider UK — Video 3942,2026-04-14,963221,35365,2208
VID03943,CH017,Business Insider UK — Video 3943,2025-11-25,837110,40295,4009
VID03944,CH017,Business Insider UK — Video 3944,2026-03-16,1502715,44468,4136
VID03945,CH017,Business Insider UK — Video 3945,2024-08-31,28497,875,1100
VID03946,CH017,Business Insider UK — Video 3946,2024-10-16,1653248,92927,2996
VID03947,CH017,Business Insider UK — Video 3947,2025-12-28,1381343,89871,2906
VID03948,CH017,Business Insider UK — Video 3948,2025-03-24,1530869,89077,3946
VID03949,CH017,Business Insider UK — Video 3949,2025-12-13,844830,33587,4125
VID03950,CH017,Business Insider UK — Video 3950,2025-03-25,771933,18199,2900
VID03951,CH017,Business Insider UK — Video 3951,2024-07-27,1145978,55254,2604
VID03952,CH017,Business Insider UK — Video 3952,2024-08-08,1285641,64611,2099
VID03953,CH017,Business Insider UK — Video 3953,2024-09-11,1850762,122592,2335
VID03954,CH017,Business Insider UK — Video 3954,2025-11-17,1715433,100211,2459
VID03955,CH017,Business Insider UK — Video 3955,2025-12-23,112513,8131,659
VID03956,CH017,Business Insider UK — Video 3956,2026-01-15,307762,20613,3644
VID03957,CH017,Business Insider UK — Video 3957,2026-02-08,1893500,79437,150
VID03958,CH017,Business Insider UK — Video 3958,2025-02-18,779332,45149,2470
VID03959,CH017,Business Insider UK — Video 3959,2025-01-16,1162665,75383,512
VID03960,CH017,Business Insider UK — Video 3960,2024-08-06,117954,9131,3476
VID03961,CH017,Business Insider UK — Video 3961,2026-03-07,213740,9691,574
VID03962,CH017,Business Insider UK — Video 3962,2025-10-30,820710,48337,207
VID03963,CH017,Business Insider UK — Video 3963,2024-11-27,1436062,62554,379
VID03964,CH017,Business Insider UK — Video 3964,2024-12-31,1545702,99341,1845
VID03965,CH017,Business Insider UK — Video 3965,2025-07-04,1789895,133740,4187
VID03966,CH017,Business Insider UK — Video 3966,2026-01-20,398071,29916,589
VID03967,CH017,Business Insider UK — Video 3967,2025-05-24,407666,11995,2988
VID03968,CH017,Business Insider UK — Video 3968,2026-01-06,1086064,35020,4002
VID03969,CH017,Business Insider UK — Video 3969,2025-04-16,1096108,71571,3299
VID03970,CH017,Business Insider UK — Video 3970,2024-07-23,77988,4512,334
VID03971,CH017,Business Insider UK — Video 3971,2025-12-20,897115,66661,964
VID03972,CH017,Business Insider UK — Video 3972,2026-02-15,1795811,69727,4198
VID03973,CH017,Business Insider UK — Video 3973,2024-11-20,331973,23530,4322
VID03974,CH017,Business Insider UK — Video 3974,2026-04-24,1640909,100139,2480
VID03975,CH017,Business Insider UK — Video 3975,2024-05-25,897244,28467,146
VID03976,CH017,Business Insider UK — Video 3976,2024-10-24,1051196,29002,366
VID03977,CH017,Business Insider UK — Video 3977,2025-07-21,1285008,79880,340
VID03978,CH017,Business Insider UK — Video 3978,2025-08-20,1413045,41695,2333
VID03979,CH017,Business Insider UK — Video 3979,2025-08-02,1276799,86387,2995
VID03980,CH017,Business Insider UK — Video 3980,2025-07-26,212312,11342,1242
VID03981,CH017,Business Insider UK — Video 3981,2024-09-06,594195,28885,4210
VID03982,CH017,Business Insider UK — Video 3982,2024-10-05,1691192,61782,1233
VID03983,CH017,Business Insider UK — Video 3983,2025-12-13,85091,6724,3590
VID03984,CH017,Business Insider UK — Video 3984,2025-12-31,1431946,90685,2432
VID03985,CH017,Business Insider UK — Video 3985,2025-04-12,1043354,69574,3067
VID03986,CH017,Business Insider UK — Video 3986,2025-01-22,244334,16156,2624
VID03987,CH017,Business Insider UK — Video 3987,2024-11-27,249924,13756,201
VID03988,CH017,Business Insider UK — Video 3988,2025-09-25,1961475,149821,234
VID03989,CH017,Business Insider UK — Video 3989,2025-05-25,66927,3682,2028
VID03990,CH017,Business Insider UK — Video 3990,2026-02-24,49948,2557,538
VID03991,CH017,Business Insider UK — Video 3991,2025-06-13,38341,1396,3450
VID03992,CH017,Business Insider UK — Video 3992,2024-12-26,1258879,46457,543
VID03993,CH017,Business Insider UK — Video 3993,2025-10-02,1853157,118996,1351
VID03994,CH017,Business Insider UK — Video 3994,2025-09-21,347651,13935,3737
VID03995,CH017,Business Insider UK — Video 3995,2025-06-08,1592521,101479,1862
VID03996,CH017,Business Insider UK — Video 3996,2024-08-18,1439919,111107,1138
VID03997,CH017,Business Insider UK — Video 3997,2025-02-25,463403,21482,1687
VID03998,CH017,Business Insider UK — Video 3998,2024-07-11,145460,3758,3324
VID03999,CH017,Business Insider UK — Video 3999,2026-03-28,978383,58695,4321
VID04000,CH017,Business Insider UK — Video 4000,2024-08-31,166796,3431,4019
VID04001,CH017,Business Insider UK — Video 4001,2026-04-10,231572,15566,3301
VID04002,CH017,Business Insider UK — Video 4002,2025-09-19,935252,48202,298
VID04003,CH017,Business Insider UK — Video 4003,2025-07-05,1632241,80606,421
VID04004,CH017,Business Insider UK — Video 4004,2025-11-20,1988048,107685,4340
VID04005,CH017,Business Insider UK — Video 4005,2024-05-20,1257544,64115,3280
VID04006,CH017,Business Insider UK — Video 4006,2024-07-30,556649,21946,538
VID04007,CH017,Business Insider UK — Video 4007,2025-03-21,659949,24345,3476
VID04008,CH017,Business Insider UK — Video 4008,2025-06-15,1226993,55113,3930
VID04009,CH017,Business Insider UK — Video 4009,2024-11-02,350559,25834,3090
VID04010,CH017,Business Insider UK — Video 4010,2024-12-12,1039605,29236,212
VID04011,CH017,Business Insider UK — Video 4011,2025-05-26,1538985,60768,2399
VID04012,CH017,Business Insider UK — Video 4012,2024-09-15,1685028,53142,4374
VID04013,CH017,Business Insider UK — Video 4013,2025-12-22,122970,5610,319
VID04014,CH017,Business Insider UK — Video 4014,2025-10-21,580736,16266,1603
VID04015,CH017,Business Insider UK — Video 4015,2026-04-29,513339,33699,3126
VID04016,CH017,Business Insider UK — Video 4016,2026-02-14,1112114,29146,4449
VID04017,CH017,Business Insider UK — Video 4017,2025-12-18,374701,22450,276
VID04018,CH017,Business Insider UK — Video 4018,2025-02-10,1901493,68572,3098
VID04019,CH017,Business Insider UK — Video 4019,2024-08-26,1834597,88668,1689
VID04020,CH018,Sports Highlights — Video 4020,2025-11-07,945119,22671,403
VID04021,CH018,Sports Highlights — Video 4021,2024-07-02,1670366,84517,2173
VID04022,CH018,Sports Highlights — Video 4022,2025-01-17,899071,32025,1391
VID04023,CH018,Sports Highlights — Video 4023,2025-12-16,24862,1170,424
VID04024,CH018,Sports Highlights — Video 4024,2025-04-29,619516,29351,2373
VID04025,CH018,Sports Highlights — Video 4025,2024-10-09,821463,32143,2326
VID04026,CH018,Sports Highlights — Video 4026,2026-04-11,1953013,96048,3383
VID04027,CH018,Sports Highlights — Video 4027,2025-03-07,1656733,70923,1428
VID04028,CH018,Sports Highlights — Video 4028,2025-01-17,297493,7967,168
VID04029,CH018,Sports Highlights — Video 4029,2025-04-15,5394,388,1888
VID04030,CH018,Sports Highlights — Video 4030,2025-01-28,1059931,65796,2094
VID04031,CH018,Sports Highlights — Video 4031,2024-07-27,1069610,24043,1231
VID04032,CH018,Sports Highlights — Video 4032,2026-02-09,1472088,39668,862
VID04033,CH018,Sports Highlights — Video 4033,2025-03-21,522653,13479,1330
VID04034,CH018,Sports Highlights — Video 4034,2024-10-08,1625314,38527,4104
VID04035,CH018,Sports Highlights — Video 4035,2024-09-19,828473,19505,4296
VID04036,CH018,Sports Highlights — Video 4036,2025-06-05,672478,19788,1854
VID04037,CH018,Sports Highlights — Video 4037,2024-05-14,843507,59781,156
VID04038,CH018,Sports Highlights — Video 4038,2025-09-17,1889268,131670,852
VID04039,CH018,Sports Highlights — Video 4039,2025-06-24,786550,52690,967
VID04040,CH018,Sports Highlights — Video 4040,2024-09-18,1123353,63899,2337
VID04041,CH018,Sports Highlights — Video 4041,2025-06-25,1784440,113150,3037
VID04042,CH018,Sports Highlights — Video 4042,2025-09-03,41475,2667,3568
VID04043,CH018,Sports Highlights — Video 4043,2025-04-01,1075244,78878,2136
VID04044,CH018,Sports Highlights — Video 4044,2025-02-12,1418135,90676,218
VID04045,CH018,Sports Highlights — Video 4045,2024-06-03,1807974,116049,2312
VID04046,CH018,Sports Highlights — Video 4046,2025-02-15,127720,8716,671
VID04047,CH018,Sports Highlights — Video 4047,2025-12-27,1454851,77661,3419
VID04048,CH018,Sports Highlights — Video 4048,2026-04-03,1606094,52650,1179
VID04049,CH018,Sports Highlights — Video 4049,2024-06-05,705484,17688,2761
VID04050,CH018,Sports Highlights — Video 4050,2025-07-07,1493509,67420,3802
VID04051,CH018,Sports Highlights — Video 4051,2025-12-16,989659,25237,2902
VID04052,CH018,Sports Highlights — Video 4052,2025-11-30,1317898,39745,3018
VID04053,CH018,Sports Highlights — Video 4053,2026-02-23,782767,16775,187
VID04054,CH018,Sports Highlights — Video 4054,2025-12-17,358488,13626,1216
VID04055,CH018,Sports Highlights — Video 4055,2024-10-20,1658005,129655,1328
VID04056,CH018,Sports Highlights — Video 4056,2025-01-19,436810,18667,2291
VID04057,CH018,Sports Highlights — Video 4057,2025-02-28,379257,13066,316
VID04058,CH018,Sports Highlights — Video 4058,2026-05-03,1772739,78367,2683
VID04059,CH018,Sports Highlights — Video 4059,2025-01-06,1873142,71329,1054
VID04060,CH018,Sports Highlights — Video 4060,2024-06-04,1220593,73763,4211
VID04061,CH018,Sports Highlights — Video 4061,2024-07-07,1162946,67529,3399
VID04062,CH018,Sports Highlights — Video 4062,2025-07-27,724784,15684,4044
VID04063,CH018,Sports Highlights — Video 4063,2025-02-28,1225457,62105,3123
VID04064,CH018,Sports Highlights — Video 4064,2025-10-06,1220399,27058,1142
VID04065,CH018,Sports Highlights — Video 4065,2024-08-02,1036018,62825,1338
VID04066,CH018,Sports Highlights — Video 4066,2024-07-10,1311996,99906,1155
VID04067,CH018,Sports Highlights — Video 4067,2025-11-30,1111220,82729,149
VID04068,CH018,Sports Highlights — Video 4068,2025-05-22,1759052,56892,1453
VID04069,CH018,Sports Highlights — Video 4069,2025-11-20,1337012,86315,2340
VID04070,CH018,Sports Highlights — Video 4070,2025-02-18,773493,52275,4294
VID04071,CH018,Sports Highlights — Video 4071,2025-10-10,1311795,94268,4053
VID04072,CH018,Sports Highlights — Video 4072,2024-12-20,464054,16509,421
VID04073,CH018,Sports Highlights — Video 4073,2024-05-26,432223,20336,4029
VID04074,CH018,Sports Highlights — Video 4074,2024-08-14,1654530,55079,193
VID04075,CH018,Sports Highlights — Video 4075,2025-12-30,1166968,25041,331
VID04076,CH018,Sports Highlights — Video 4076,2026-02-06,112220,6681,3102
VID04077,CH018,Sports Highlights — Video 4077,2024-09-25,712479,32694,1141
VID04078,CH018,Sports Highlights — Video 4078,2026-03-13,1968566,68677,190
VID04079,CH018,Sports Highlights — Video 4079,2025-07-24,1275875,90365,2417
VID04080,CH018,Sports Highlights — Video 4080,2024-05-17,1737853,86442,406
VID04081,CH018,Sports Highlights — Video 4081,2025-06-19,1097929,87482,3288
VID04082,CH018,Sports Highlights — Video 4082,2026-05-05,89994,6083,130
VID04083,CH018,Sports Highlights — Video 4083,2024-05-30,363461,26224,4240
VID04084,CH018,Sports Highlights — Video 4084,2024-12-11,188780,12534,211
VID04085,CH018,Sports Highlights — Video 4085,2025-09-12,1470794,38763,1375
VID04086,CH018,Sports Highlights — Video 4086,2025-02-20,1514465,36198,361
VID04087,CH018,Sports Highlights — Video 4087,2025-02-19,916741,68668,294
VID04088,CH018,Sports Highlights — Video 4088,2025-04-04,1450243,41030,499
VID04089,CH018,Sports Highlights — Video 4089,2024-06-10,1105125,48043,249
VID04090,CH018,Sports Highlights — Video 4090,2024-10-16,1480935,83813,120
VID04091,CH018,Sports Highlights — Video 4091,2025-11-04,1346922,44063,2618
VID04092,CH018,Sports Highlights — Video 4092,2024-05-18,913940,30632,3117
VID04093,CH018,Sports Highlights — Video 4093,2024-06-09,1307479,62725,3092
VID04094,CH018,Sports Highlights — Video 4094,2026-04-07,640625,26684,585
VID04095,CH018,Sports Highlights — Video 4095,2025-10-07,1499112,90838,1825
VID04096,CH018,Sports Highlights — Video 4096,2025-02-18,1827744,44788,546
VID04097,CH018,Sports Highlights — Video 4097,2024-08-09,417469,20591,2429
VID04098,CH018,Sports Highlights — Video 4098,2024-12-05,1335744,40680,871
VID04099,CH018,Sports Highlights — Video 4099,2025-03-19,225230,12703,717
VID04100,CH018,Sports Highlights — Video 4100,2025-09-30,758111,20448,496
VID04101,CH018,Sports Highlights — Video 4101,2026-03-02,1340013,42690,1103
VID04102,CH018,Sports Highlights — Video 4102,2024-07-30,558431,38103,167
VID04103,CH018,Sports Highlights — Video 4103,2025-04-18,475789,16229,4197
VID04104,CH018,Sports Highlights — Video 4104,2025-06-12,770849,49506,4415
VID04105,CH018,Sports Highlights — Video 4105,2024-05-27,233636,8500,4210
VID04106,CH018,Sports Highlights — Video 4106,2026-01-12,1252757,42721,4180
VID04107,CH018,Sports Highlights — Video 4107,2025-11-07,266818,10125,218
VID04108,CH018,Sports Highlights — Video 4108,2024-08-27,669656,48788,2021
VID04109,CH018,Sports Highlights — Video 4109,2025-10-16,629036,27570,3637
VID04110,CH018,Sports Highlights — Video 4110,2024-06-23,1935937,67033,384
VID04111,CH018,Sports Highlights — Video 4111,2024-08-24,1983615,103541,3908
VID04112,CH018,Sports Highlights — Video 4112,2026-02-28,163215,7040,3256
VID04113,CH018,Sports Highlights — Video 4113,2025-06-12,318734,21486,387
VID04114,CH018,Sports Highlights — Video 4114,2024-11-10,1465711,116416,3067
VID04115,CH018,Sports Highlights — Video 4115,2025-05-20,600580,30986,3465
VID04116,CH018,Sports Highlights — Video 4116,2025-12-06,1289981,60764,236
VID04117,CH018,Sports Highlights — Video 4117,2026-04-09,1841864,74746,1278
VID04118,CH018,Sports Highlights — Video 4118,2026-05-07,329887,25863,249
VID04119,CH018,Sports Highlights — Video 4119,2026-01-02,1926799,94407,592
VID04120,CH018,Sports Highlights — Video 4120,2025-11-03,109711,3365,3793
VID04121,CH018,Sports Highlights — Video 4121,2025-10-03,461542,36070,725
VID04122,CH018,Sports Highlights — Video 4122,2024-08-26,1017602,79019,1683
VID04123,CH018,Sports Highlights — Video 4123,2025-05-06,1761503,81281,3441
VID04124,CH018,Sports Highlights — Video 4124,2026-01-29,1110002,45389,3338
VID04125,CH018,Sports Highlights — Video 4125,2026-03-12,282141,17161,366
VID04126,CH018,Sports Highlights — Video 4126,2026-02-05,501595,34978,445
VID04127,CH018,Sports Highlights — Video 4127,2025-09-25,1524265,76079,1062
VID04128,CH018,Sports Highlights — Video 4128,2024-11-19,1125342,44843,1151
VID04129,CH018,Sports Highlights — Video 4129,2026-04-05,30951,1178,132
VID04130,CH018,Sports Highlights — Video 4130,2025-07-19,1005630,39818,497
VID04131,CH018,Sports Highlights — Video 4131,2025-06-19,816206,22104,2984
VID04132,CH018,Sports Highlights — Video 4132,2026-01-23,6160,410,3680
VID04133,CH018,Sports Highlights — Video 4133,2026-03-30,498433,13107,2006
VID04134,CH018,Sports Highlights — Video 4134,2025-11-25,1870997,82134,1877
VID04135,CH018,Sports Highlights — Video 4135,2026-01-21,1409495,98800,365
VID04136,CH018,Sports Highlights — Video 4136,2024-10-09,146243,6470,347
VID04137,CH018,Sports Highlights — Video 4137,2024-07-12,37031,1395,3247
VID04138,CH018,Sports Highlights — Video 4138,2025-02-11,695149,53453,3598
VID04139,CH018,Sports Highlights — Video 4139,2024-11-05,932478,25729,3508
VID04140,CH018,Sports Highlights — Video 4140,2024-11-03,909676,66489,468
VID04141,CH018,Sports Highlights — Video 4141,2024-08-10,1394974,33095,803
VID04142,CH018,Sports Highlights — Video 4142,2026-03-01,350855,15722,2320
VID04143,CH018,Sports Highlights — Video 4143,2024-05-15,98176,5684,259
VID04144,CH018,Sports Highlights — Video 4144,2025-06-12,1346986,56845,1279
VID04145,CH018,Sports Highlights — Video 4145,2025-04-11,1795313,93493,1429
VID04146,CH018,Sports Highlights — Video 4146,2024-10-07,339634,10949,2374
VID04147,CH018,Sports Highlights — Video 4147,2025-05-17,725588,39284,361
VID04148,CH018,Sports Highlights — Video 4148,2025-10-30,1255175,35237,412
VID04149,CH018,Sports Highlights — Video 4149,2026-04-28,334705,22681,3394
VID04150,CH018,Sports Highlights — Video 4150,2026-01-08,1720602,94680,3517
VID04151,CH018,Sports Highlights — Video 4151,2026-03-11,454801,22247,2690
VID04152,CH018,Sports Highlights — Video 4152,2025-08-06,1067527,24852,4048
VID04153,CH018,Sports Highlights — Video 4153,2024-10-21,681117,34046,1679
VID04154,CH018,Sports Highlights — Video 4154,2025-09-10,1336492,71922,2894
VID04155,CH018,Sports Highlights — Video 4155,2025-03-02,400758,14403,1053
VID04156,CH018,Sports Highlights — Video 4156,2025-12-27,200966,12189,849
VID04157,CH018,Sports Highlights — Video 4157,2025-03-07,1023604,25186,1540
VID04158,CH018,Sports Highlights — Video 4158,2024-06-15,1731121,56298,1160
VID04159,CH018,Sports Highlights — Video 4159,2025-09-24,1267698,81453,2202
VID04160,CH018,Sports Highlights — Video 4160,2025-05-24,1512419,43608,3915
VID04161,CH018,Sports Highlights — Video 4161,2024-06-08,869693,30206,1536
VID04162,CH018,Sports Highlights — Video 4162,2025-02-22,284540,16802,391
VID04163,CH018,Sports Highlights — Video 4163,2025-07-25,856929,54612,783
VID04164,CH018,Sports Highlights — Video 4164,2026-02-12,1975054,45602,487
VID04165,CH018,Sports Highlights — Video 4165,2024-06-27,1564490,43172,1722
VID04166,CH018,Sports Highlights — Video 4166,2025-02-21,1408554,65873,3940
VID04167,CH018,Sports Highlights — Video 4167,2026-03-31,605528,33647,3121
VID04168,CH018,Sports Highlights — Video 4168,2025-04-02,1201322,56734,395
VID04169,CH018,Sports Highlights — Video 4169,2024-06-05,1247423,73378,764
VID04170,CH018,Sports Highlights — Video 4170,2024-07-01,1310123,85629,2507
VID04171,CH018,Sports Highlights — Video 4171,2025-12-20,1786378,137502,2524
VID04172,CH018,Sports Highlights — Video 4172,2025-07-15,1364745,55944,1649
VID04173,CH018,Sports Highlights — Video 4173,2024-05-22,446921,13312,406
VID04174,CH018,Sports Highlights — Video 4174,2024-10-18,447030,16023,4063
VID04175,CH018,Sports Highlights — Video 4175,2025-03-29,1241701,35872,1298
VID04176,CH018,Sports Highlights — Video 4176,2025-10-02,1733075,75656,4304
VID04177,CH018,Sports Highlights — Video 4177,2024-11-01,1896203,137197,764
VID04178,CH018,Sports Highlights — Video 4178,2025-03-15,1221269,49856,424
VID04179,CH018,Sports Highlights — Video 4179,2025-04-25,1061941,30721,443
VID04180,CH018,Sports Highlights — Video 4180,2024-07-05,1632957,83865,1095
VID04181,CH018,Sports Highlights — Video 4181,2025-08-09,1953910,155368,2222
VID04182,CH018,Sports Highlights — Video 4182,2025-02-10,60604,1896,355
VID04183,CH018,Sports Highlights — Video 4183,2026-04-10,623541,41573,3463
VID04184,CH018,Sports Highlights — Video 4184,2024-12-09,671041,46571,1626
VID04185,CH018,Sports Highlights — Video 4185,2025-04-08,1130766,49844,575
VID04186,CH018,Sports Highlights — Video 4186,2024-08-11,593296,33920,1801
VID04187,CH018,Sports Highlights — Video 4187,2025-09-11,625516,28737,3515
VID04188,CH018,Sports Highlights — Video 4188,2024-07-06,53694,1919,270
VID04189,CH018,Sports Highlights — Video 4189,2025-03-18,12420,565,333
VID04190,CH018,Sports Highlights — Video 4190,2025-12-11,902721,23215,3169
VID04191,CH018,Sports Highlights — Video 4191,2026-01-15,1994629,124499,563
VID04192,CH018,Sports Highlights — Video 4192,2025-12-20,594797,41488,4423
VID04193,CH018,Sports Highlights — Video 4193,2025-10-03,483919,18603,3931
VID04194,CH018,Sports Highlights — Video 4194,2025-04-05,532552,28751,1720
VID04195,CH018,Sports Highlights — Video 4195,2024-08-17,1946338,66037,4144
VID04196,CH018,Sports Highlights — Video 4196,2024-05-16,1329377,36754,456
VID04197,CH018,Sports Highlights — Video 4197,2025-01-02,1307800,78228,1515
VID04198,CH018,Sports Highlights — Video 4198,2025-05-19,382798,10736,2283
VID04199,CH018,Sports Highlights — Video 4199,2025-02-18,1808347,121012,193
VID04200,CH018,Sports Highlights — Video 4200,2025-09-12,397444,14429,393
VID04201,CH018,Sports Highlights — Video 4201,2025-11-14,1934569,133699,1023
VID04202,CH018,Sports Highlights — Video 4202,2025-04-15,1905143,80226,2454
VID04203,CH018,Sports Highlights — Video 4203,2024-09-15,1137819,47936,913
VID04204,CH018,Sports Highlights — Video 4204,2026-03-26,1737018,112965,746
VID04205,CH018,Sports Highlights — Video 4205,2026-02-20,1999384,101200,4204
VID04206,CH018,Sports Highlights — Video 4206,2026-01-02,1162820,37278,3739
VID04207,CH018,Sports Highlights — Video 4207,2025-12-09,1535823,109081,3967
VID04208,CH018,Sports Highlights — Video 4208,2026-01-23,1183357,47818,476
VID04209,CH018,Sports Highlights — Video 4209,2026-02-06,1050010,27475,3789
